"","Level 2 :","Athletics","","Level 17 :","Danse Macabre","","Level 37 :","Athletics","Lethal Concentration","","Helm","","","Self-Calibrating goggles","Self-Calibrating goggles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Endure","","Level 18 :","An Eye for the Unscathed","","Level 38 :","Weapon Skill","Prey on the Weak","","Armour","","","Incubus Blade Armour","Wych's Last Cry / Gift of the grave lotus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Daring Breach","Defensive Manoeuvres","Level 19 :","Dispatch","","Level 39 :","Taunting Scream","Lore Xenos","","Cloak","","","Navy Swashbuckler's Coat","Swiftshroud Cloak / Navy Swashbuckler's Coat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Easy Target","Weapon Skill","Level 20 :","AP +1","Agility","Level 40 :","Lethal Threat","Perfect Opening","","Neck","","","Dog Tag","Slicing Symbol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Break Through","Athletics","Level 21 :","Lone Killer","Agility","Level 41 :","Weapon Skill","Open Engagement","","Accessory 1","","","Iron Cape","Litany of Exhaustion / Iron Cape","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Weapon Skill","Nimble","Level 22 :","Athletics","Death Whisper","Level 42 :","Elusive Shadow","Agility","","Accessory 2","","","Brinkwalker Pendant","Notes On Weaknesses ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Carouse","Rigorous Training","Level 23 :","Lethality Heightens","","Level 43 :","Morbid Pirouette","Aeldari Weapon Proficiency","","Gloves","","","Undying Rage","Riposte Gloves / Undying Rage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Daring Breach I","","Level 24 :","Weapon Skill","Dual Weapon Combat","Level 44 :","Athletics","Degraded Defence","","Boots","","","Blitz Boots","Blitz Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Blade Flurry","Agility","Level 25 :","Deadly Calculations","","Level 45 :","AP + 1","","","Weapon Set 1","","","Serrated Glimmersteel Blade","Lilaethan's Fury","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Reckless Strike","Duelling Mastery","Level 26 :","Weapon Skill","Athletics","Level 46 :","Ramming Speed","Demolition","","","","","Serrated Glimmersteel Blade","Hekatarii Blade of Bloodthirst","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Agility","Carouse","Level 27 :","Dispatch II","","Level 47 :","Impetus","Demolition","","Weapon Set 2","","","Bloodseeker Klaive","Djiin Blade of Yremeryss","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Desolation","Coercion","Level 28 :","Characteristic Training: AGL","Ambush","Level 48 :","Trueborn Superiority","Agility","","","","","","Insatiable Djin Blade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Strength","Combat Master","Level 29 :","Perception","Carouse","Level 49 :","Perception","Demolition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Daring Breach II","","Level 30 :","Killing Edge","","Level 50 :","Destroyer","Crowd Kill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Finesse","Imminent Demise","Level 51 :","Bringer of Doom","Demolition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Medicae","","Level 52 :","Disarray","Mantle of Agony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Killing Spree","Perception","Level 53 :","Sworn Enemy","Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Emboldened by Bloodshed","","Level 54 :","Peak Condition","Seize the Advantage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Dispatch III","","Level 55 :","AP + 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Kibellah - Death Cult Executioner","","","","","","","","","","Skill Options","","","","","","","Kibellah - Death Cult Assassin","","","","","","","","","","Skill Options","","","","","","","Kibellah Master of Death","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Incredibly boosted with augments that power her up when having traumas and applying toxin on hit before you have access to drukhari weapons. You will want dogmatic 2 for all executioner builds","","","","","","","","","","Medicae / Demolitions / Awareness / Athletics","","","","","","","","","","","","","","","","","Medicae / Demolitions / Awareness / Athletics","","","","","","","Master Tactician build using Cerebral Inverter MK 'Tactician' and Be Smart","","","","","","","","","","Medicae / Demolitions / Awareness / Athletics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Blade Dancer","","","Executioner","","","Exemplar","","","","","","","","","","","Blade Dancer","","","Assassin","","","Exemplar","","","","","","","","","","","Blade Dancer","","","Master Tactician","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Blade Dance","","Level 16 :","Forced Repentance","Scourging Strike + Where it hurts","Level 36 :","Peak Condition","Guillotine ","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Blade Dance","","Level 16 :","Seek the Opening","","Level 36 :","Malign Influence","Rising Tempo","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Blade Dance","","Level 16 :","Tactical Advantage","Press The Advantage","Level 36 :","Peak Condition","Bloody Requiem","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Medicae","","Level 17 :","Pain Resonance","","Level 37 :","Medicae","All-Encompassing Agony","","Helm","Face of the Sovereign","Mechanicus Respirator","Mechanicus Respirator","Carmine Crown","","","Level 2 :","Medicae","","Level 17 :","Death Whisper","","Level 37 :","Medicae","Lethal Concentration","","Helm","Face of the Sovereign","Self-calibrating Goggles","Self-calibrating Goggles","Self-calibrating Helm","","","Level 2 :","Medicae","","Level 17 :","Linchpin","","Level 37 :","Medicae","Hidden Advantage","","Helm","Face of the Sovereign","Face of the Sovereign / Peripheral Visor","Peripheral Visor","Peripheral Visor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Death From Above","","Level 18 :","Anatomy Expert","","Level 38 :","Weapon Skill","Wounds Streaming Blood / PA","","Armour","Light Spinner's breastplate","Spinner's Breastplate","Spinner's Breastplate","High Spinner Armour / Shadow of the undying One","","","Level 3 :","Death From Above","","Level 18 :","Deadly Calculation","","Level 38 :","Weapon Skill","Jinx","","Armour","Light Spinner's breastplate","Spinner's Breastplate","Spinner's Breastplate","High Spinner Armour","","","Level 3 :","Death From Above","","Level 18 :","Reliance","","Level 38 :","Weapon Skill","Calculated Resolve","","Armour","Light Spinner's breastplate","Spinner's Breastplate / Armour of Hidden Promise","Spinner's Breastplate / Armour of Hidden Promise","High Spinner Armour / Adherent of Mankind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
